   3.2184851169586182e-01	   3.4006285667419434e-01	   2.8237518668174744e-01	   2.8184771537780762e-01	   3.6562398076057434e-01	   4.4461363554000854e-01	
   4.1513279080390930e-01	   4.2253601551055908e-01	   3.5727605223655701e-01	   3.6742538213729858e-01	   4.3692877888679504e-01	   6.1661648750305176e-01	
   5.5071127414703369e-01	   6.0689526796340942e-01	   4.7342428565025330e-01	   5.1055341958999634e-01	   6.8872952461242676e-01	   5.8984661102294922e-01	
   5.0064814090728760e-01	   5.7932943105697632e-01	   5.5275410413742065e-01	   4.7282931208610535e-01	   5.7518130540847778e-01	   6.1077463626861572e-01	
   4.6199035644531250e-01	   4.5323577523231506e-01	   4.5953732728958130e-01	   4.0682089328765869e-01	   4.3092480301856995e-01	   5.4637724161148071e-01	
   4.7269141674041748e-01	   4.5839652419090271e-01	   3.7723773717880249e-01	   4.4399455189704895e-01	   5.2260291576385498e-01	   4.7239559888839722e-01	
   3.8060155510902405e-01	   3.8023579120635986e-01	   3.0970442295074463e-01	   3.7336003780364990e-01	   4.1053244471549988e-01	   5.5871063470840454e-01	
   3.8579630851745605e-01	   4.7070485353469849e-01	   4.0159001946449280e-01	   3.2685810327529907e-01	   4.8035806417465210e-01	   5.0612711906433105e-01	
   5.3563356399536133e-01	   5.5702710151672363e-01	   5.3564196825027466e-01	   4.8493799567222595e-01	   5.4084736108779907e-01	   5.8988040685653687e-01	
   3.7839165329933167e-01	   3.8210242986679077e-01	   3.3872309327125549e-01	   3.2930383086204529e-01	   4.6367892622947693e-01	   4.7728934884071350e-01	
   4.3706563115119934e-01	   4.4209009408950806e-01	   4.4043526053428650e-01	   4.4327265024185181e-01	   5.3647315502166748e-01	   6.5916591882705688e-01	
   5.5527353286743164e-01	   4.8446378111839294e-01	   3.8826295733451843e-01	   5.7801383733749390e-01	   4.4562941789627075e-01	   6.2446755170822144e-01	
   5.1612961292266846e-01	   4.7728565335273743e-01	   4.5952150225639343e-01	   4.8519650101661682e-01	   5.2211725711822510e-01	   6.9230002164840698e-01	
   4.5341390371322632e-01	   4.6529206633567810e-01	   3.5705727338790894e-01	   4.0032294392585754e-01	   5.3914195299148560e-01	   6.1624711751937866e-01	
   3.8281500339508057e-01	   4.1148591041564941e-01	   3.3582365512847900e-01	   3.4433507919311523e-01	   4.6787682175636292e-01	   4.6885082125663757e-01	
   5.4047483205795288e-01	   5.4563689231872559e-01	   5.8121669292449951e-01	   5.2502334117889404e-01	   5.3092467784881592e-01	   5.4436725378036499e-01	
   5.1642537117004395e-01	   6.3892936706542969e-01	   4.9097073078155518e-01	   4.4771444797515869e-01	   6.4015299081802368e-01	   6.4043116569519043e-01	
   4.4382956624031067e-01	   4.7344580292701721e-01	   3.9608517289161682e-01	   4.1198444366455078e-01	   4.4701248407363892e-01	   5.3457796573638916e-01	
   5.1382547616958618e-01	   5.2523314952850342e-01	   4.6583724021911621e-01	   4.3900045752525330e-01	   5.1860129833221436e-01	   6.7093777656555176e-01	
   4.1960692405700684e-01	   4.4103187322616577e-01	   4.0912973880767822e-01	   3.8210693001747131e-01	   4.6281173825263977e-01	   6.6501814126968384e-01	
   4.1393455862998962e-01	   3.9899864792823792e-01	   3.3158329129219055e-01	   3.4863671660423279e-01	   4.3803444504737854e-01	   5.7234781980514526e-01	
   4.2467248439788818e-01	   4.3022036552429199e-01	   3.2530677318572998e-01	   3.7728786468505859e-01	   4.5316454768180847e-01	   7.5503295660018921e-01	
   4.5077618956565857e-01	   5.4773658514022827e-01	   6.4667356014251709e-01	   4.2113566398620605e-01	   6.0143852233886719e-01	   6.0526788234710693e-01	
   4.8122924566268921e-01	   4.7037771344184875e-01	   4.5562952756881714e-01	   4.5834475755691528e-01	   4.9121618270874023e-01	   6.9010120630264282e-01	
   4.2310345172882080e-01	   4.1012701392173767e-01	   4.4446918368339539e-01	   3.4584715962409973e-01	   4.0498462319374084e-01	   5.9545606374740601e-01	
   4.5589369535446167e-01	   3.5825267434120178e-01	   4.2552572488784790e-01	   4.3862479925155640e-01	   5.0482726097106934e-01	   5.1283293962478638e-01	
   4.7375833988189697e-01	   5.0647771358489990e-01	   5.0426584482192993e-01	   4.0518215298652649e-01	   4.9907681345939636e-01	   5.5942368507385254e-01	
   5.8115333318710327e-01	   5.1503831148147583e-01	   4.4078004360198975e-01	   5.3501135110855103e-01	   5.7399725914001465e-01	   6.9061452150344849e-01	
   4.5856851339340210e-01	   4.7114801406860352e-01	   4.0672418475151062e-01	   4.5703205466270447e-01	   4.3936160206794739e-01	   7.0098841190338135e-01	
   5.1262038946151733e-01	   5.2720773220062256e-01	   4.9089118838310242e-01	   5.1748967170715332e-01	   5.1225084066390991e-01	   6.0975366830825806e-01	
   5.1142436265945435e-01	   5.6085747480392456e-01	   7.7221065759658813e-01	   4.5909351110458374e-01	   6.1879146099090576e-01	   6.2734198570251465e-01	
   4.7079443931579590e-01	   4.8496529459953308e-01	   5.1513493061065674e-01	   4.5115676522254944e-01	   5.4370385408401489e-01	   5.2944874763488770e-01	
   4.2569354176521301e-01	   4.1886076331138611e-01	   4.8632204532623291e-01	   4.0628862380981445e-01	   4.5003628730773926e-01	   5.9627306461334229e-01	
   3.9761239290237427e-01	   3.7617686390876770e-01	   3.7246406078338623e-01	   3.4357360005378723e-01	   3.4010678529739380e-01	   5.6505423784255981e-01
