   4.3545997142791748e-01	   3.8030755519866943e-01	   3.3581307530403137e-01	   3.8929978013038635e-01	   4.1992828249931335e-01	   4.1713294386863708e-01	
   4.1828757524490356e-01	   4.9322411417961121e-01	   5.1217484474182129e-01	   4.0298497676849365e-01	   4.7044882178306580e-01	   5.9101760387420654e-01	
   3.7889868021011353e-01	   4.6929615736007690e-01	   3.8432419300079346e-01	   3.1848934292793274e-01	   4.7004148364067078e-01	   5.4506552219390869e-01	
   5.1112562417984009e-01	   5.3254348039627075e-01	   6.2319642305374146e-01	   4.8555779457092285e-01	   5.4435080289840698e-01	   6.3107597827911377e-01	
   3.4619775414466858e-01	   4.1229569911956787e-01	   3.5610473155975342e-01	   3.4306302666664124e-01	   4.6460664272308350e-01	   5.4606974124908447e-01	
   3.8038673996925354e-01	   3.8894188404083252e-01	   2.8429022431373596e-01	   3.6669945716857910e-01	   4.6265828609466553e-01	   4.6398591995239258e-01	
   3.5972622036933899e-01	   3.8759180903434753e-01	   3.2570061087608337e-01	   3.7524715065956116e-01	   4.4004154205322266e-01	   5.1355057954788208e-01	
   5.1583629846572876e-01	   5.6732791662216187e-01	   4.1651654243469238e-01	   4.9652594327926636e-01	   4.1365021467208862e-01	   5.4593360424041748e-01	
   4.1252604126930237e-01	   3.1652542948722839e-01	   3.9471462368965149e-01	   3.6732262372970581e-01	   4.1195777058601379e-01	   4.8492905497550964e-01	
   4.2451557517051697e-01	   3.7180447578430176e-01	   3.2844969630241394e-01	   3.5341489315032959e-01	   3.8248729705810547e-01	   4.8406976461410522e-01	
   4.4261890649795532e-01	   4.6340760588645935e-01	   3.8956892490386963e-01	   3.8915812969207764e-01	   4.5322200655937195e-01	   4.8586997389793396e-01	
   3.9521840214729309e-01	   3.2462844252586365e-01	   3.0607518553733826e-01	   3.8922846317291260e-01	   4.0626659989356995e-01	   5.9137105941772461e-01	
   3.4204083681106567e-01	   3.5600799322128296e-01	   4.0643629431724548e-01	   3.2214453816413879e-01	   3.6822214722633362e-01	   4.7509410977363586e-01	
   5.6043612957000732e-01	   5.3948563337326050e-01	   4.1357475519180298e-01	   5.2720105648040771e-01	   5.9646046161651611e-01	   6.2638610601425171e-01	
   4.3466404080390930e-01	   3.9185300469398499e-01	   5.0813895463943481e-01	   3.8649195432662964e-01	   4.3326169252395630e-01	   4.7222918272018433e-01	
   4.5529311895370483e-01	   5.6538718938827515e-01	   4.9585086107254028e-01	   4.3584069609642029e-01	   6.1227363348007202e-01	   5.8822256326675415e-01	
   3.9589729905128479e-01	   4.0652924776077271e-01	   3.4001728892326355e-01	   3.6256018280982971e-01	   4.7198098897933960e-01	   5.3299254179000854e-01	
   3.9461526274681091e-01	   4.9261301755905151e-01	   3.5805174708366394e-01	   3.4973791241645813e-01	   4.9775820970535278e-01	   4.9277442693710327e-01	
   3.4682065248489380e-01	   3.6341515183448792e-01	   3.0997079610824585e-01	   3.1822451949119568e-01	   4.1717541217803955e-01	   4.9483111500740051e-01	
   3.9147114753723145e-01	   3.9284390211105347e-01	   3.8759303092956543e-01	   3.4083521366119385e-01	   4.0651559829711914e-01	   5.7034838199615479e-01	
   5.0877696275711060e-01	   5.1214241981506348e-01	   4.8992535471916199e-01	   4.2741578817367554e-01	   5.3762662410736084e-01	   6.1347407102584839e-01	
   3.2592514157295227e-01	   3.2155182957649231e-01	   3.3569368720054626e-01	   3.2192298769950867e-01	   3.7729695439338684e-01	   4.4193440675735474e-01	
   5.1762580871582031e-01	   4.0647703409194946e-01	   4.4007489085197449e-01	   4.8097845911979675e-01	   5.3180921077728271e-01	   6.2193298339843750e-01	
   3.9843076467514038e-01	   3.7841606140136719e-01	   5.6557321548461914e-01	   3.6806282401084900e-01	   4.4753232598304749e-01	   5.5105447769165039e-01	
   3.9374265074729919e-01	   4.1155567765235901e-01	   3.4197774529457092e-01	   3.8077950477600098e-01	   4.0902602672576904e-01	   5.1908856630325317e-01	
   5.3194797039031982e-01	   5.3488910198211670e-01	   4.9198004603385925e-01	   5.2399754524230957e-01	   6.3924330472946167e-01	   7.4434614181518555e-01	
   4.8917829990386963e-01	   5.6205946207046509e-01	   6.3937908411026001e-01	   4.4429400563240051e-01	   5.6178283691406250e-01	   6.5409678220748901e-01	
   4.7585359215736389e-01	   4.4438892602920532e-01	   3.6084911227226257e-01	   4.6512266993522644e-01	   5.3276479244232178e-01	   5.8605366945266724e-01	
   4.0637633204460144e-01	   4.1963383555412292e-01	   4.6010604500770569e-01	   3.7387576699256897e-01	   3.9066126942634583e-01	   4.9433395266532898e-01	
   4.7994950413703918e-01	   4.5539930462837219e-01	   4.4832754135131836e-01	   4.6679475903511047e-01	   5.1526385545730591e-01	   6.2554365396499634e-01	
   4.0159660577774048e-01	   3.7136271595954895e-01	   3.9373070001602173e-01	   3.7566810846328735e-01	   4.1570985317230225e-01	   4.5128086209297180e-01	
   4.2121282219886780e-01	   3.9691537618637085e-01	   3.8436686992645264e-01	   3.8251280784606934e-01	   4.4279053807258606e-01	   5.2045965194702148e-01	
   4.3403205275535583e-01	   4.8717176914215088e-01	   3.4105786681175232e-01	   4.1452452540397644e-01	   4.8328867554664612e-01	   4.7320902347564697e-01	
   4.9385157227516174e-01	   4.8603710532188416e-01	   4.2181047797203064e-01	   4.5732054114341736e-01	   4.7066369652748108e-01	   6.0594016313552856e-01	
   4.3645939230918884e-01	   3.9641261100769043e-01	   4.3681457638740540e-01	   3.7517452239990234e-01	   4.3164822459220886e-01	   4.6109214425086975e-01	
   4.5150157809257507e-01	   4.6839219331741333e-01	   4.0130680799484253e-01	   4.2379373311996460e-01	   5.4370868206024170e-01	   5.0060129165649414e-01	
   4.8384425044059753e-01	   4.4912418723106384e-01	   5.2497398853302002e-01	   4.4121289253234863e-01	   5.7370162010192871e-01	   5.8220911026000977e-01	
