   4.5801201462745667e-01	   4.7099325060844421e-01	   5.6468856334686279e-01   4.2406541109085083e-01	   5.4175055027008057e-01	   6.2845879793167114e-01
   4.4865956902503967e-01	   4.5598876476287842e-01	   4.8217156529426575e-01   3.9738723635673523e-01	   5.0872641801834106e-01	   6.3341200351715088e-01
   4.4768399000167847e-01	   5.2557921409606934e-01	   4.9235710501670837e-01   4.4597166776657104e-01	   6.1972332000732422e-01	   5.3065788745880127e-01
   4.9926465749740601e-01	   4.4706049561500549e-01	   4.4324186444282532e-01   4.5863431692123413e-01	   4.6994099020957947e-01	   5.6608355045318604e-01
   4.2980444431304932e-01	   4.7395163774490356e-01	   5.5864870548248291e-01   3.8529035449028015e-01	   5.1722657680511475e-01	   5.6358122825622559e-01
   4.2396196722984314e-01	   4.2877507209777832e-01	   4.4487643241882324e-01   4.0000593662261963e-01	   4.4738620519638062e-01	   5.1962333917617798e-01
   4.1910842061042786e-01	   4.0408778190612793e-01	   4.1172838211059570e-01   3.8469824194908142e-01	   4.9324747920036316e-01	   5.4500132799148560e-01
   4.5892554521560669e-01	   4.6150898933410645e-01	   4.5243409276008606e-01   4.2200404405593872e-01	   6.3987380266189575e-01	   6.1365765333175659e-01
   4.6166655421257019e-01	   4.5235207676887512e-01	   4.6804806590080261e-01   4.2846420407295227e-01	   4.0179580450057983e-01	   5.2168500423431396e-01
   3.9365255832672119e-01	   4.8818638920783997e-01	   4.6018740534782410e-01   3.8598182797431946e-01	   4.8468127846717834e-01	   5.8122694492340088e-01
   4.2644384503364563e-01	   4.5067593455314636e-01	   4.1565886139869690e-01   4.1295531392097473e-01	   5.2660411596298218e-01	   4.9311974644660950e-01
   4.9684652686119080e-01	   4.0794855356216431e-01	   3.9088463783264160e-01   4.1854342818260193e-01	   5.0127607583999634e-01	   5.9968340396881104e-01
   4.3784981966018677e-01	   4.1901895403862000e-01	   5.1583456993103027e-01   3.7662833929061890e-01	   4.9521687626838684e-01	   5.6066441535949707e-01
   5.2425992488861084e-01	   5.3007662296295166e-01	   4.8040807247161865e-01   3.9243310689926147e-01	   5.1320618391036987e-01	   6.8182635307312012e-01
   4.2502591013908386e-01	   4.5573186874389648e-01	   5.0601434707641602e-01   3.7969714403152466e-01	   4.9929168820381165e-01	   6.1844414472579956e-01
   4.5692455768585205e-01	   4.9929609894752502e-01	   4.0444165468215942e-01   4.4784438610076904e-01	   4.7379377484321594e-01	   5.2010589838027954e-01
   4.9167650938034058e-01	   5.3601568937301636e-01	   4.4139233231544495e-01   4.7322461009025574e-01	   6.1312234401702881e-01	   4.6374616026878357e-01
   3.5400584340095520e-01	   4.3522295355796814e-01	   4.4931238889694214e-01   3.7189826369285583e-01	   4.4947955012321472e-01	   4.9515748023986816e-01
   5.4054492712020874e-01	   5.4692435264587402e-01	   6.2437421083450317e-01   5.0078868865966797e-01	   5.6736022233963013e-01	   6.6851669549942017e-01
   5.3138208389282227e-01	   5.7310497760772705e-01	   5.2920871973037720e-01   4.7733396291732788e-01	   5.9736001491546631e-01	   5.4400426149368286e-01
   4.4224998354911804e-01	   4.2897850275039673e-01	   3.4404540061950684e-01   4.4314113259315491e-01	   4.8253107070922852e-01	   6.2153959274291992e-01
   4.6732452511787415e-01	   5.0593888759613037e-01	   5.4153203964233398e-01   4.4981262087821960e-01	   4.6340152621269226e-01	   5.8590781688690186e-01
   5.0637000799179077e-01	   4.4012024998664856e-01	   4.7194862365722656e-01   4.8162958025932312e-01	   5.0633656978607178e-01	   6.5313440561294556e-01
   3.9945515990257263e-01	   3.8587108254432678e-01	   3.7761119008064270e-01   3.6468708515167236e-01	   4.3773835897445679e-01	   4.2150589823722839e-01
   4.5046761631965637e-01	   4.6623599529266357e-01	   5.1374346017837524e-01   4.2451635003089905e-01	   5.2370131015777588e-01	   6.5260207653045654e-01
   3.9436849951744080e-01	   4.4244062900543213e-01	   4.6554547548294067e-01   3.9098763465881348e-01	   4.5954403281211853e-01	   5.3481298685073853e-01
   3.2355350255966187e-01	   4.3616926670074463e-01	   4.0581735968589783e-01   2.8683495521545410e-01	   4.7351658344268799e-01	   4.7148403525352478e-01
   4.9885654449462891e-01	   4.7432088851928711e-01	   3.7508690357208252e-01   4.7264018654823303e-01	   4.5254015922546387e-01	   5.5756425857543945e-01
   3.9567488431930542e-01	   4.0914753079414368e-01	   3.6686101555824280e-01   3.7173178791999817e-01	   4.3064752221107483e-01	   5.4098755121231079e-01
   5.0243252515792847e-01	   4.5987549424171448e-01	   5.4159057140350342e-01   5.6704336404800415e-01	   5.1006168127059937e-01	   7.4067449569702148e-01
   5.1773476600646973e-01	   5.7165360450744629e-01	   5.3145271539688110e-01   4.7358486056327820e-01	   5.0608503818511963e-01	   5.5856770277023315e-01
   5.0419461727142334e-01	   5.1699519157409668e-01	   5.5516445636749268e-01   4.5469355583190918e-01	   5.4958063364028931e-01	   5.6180083751678467e-01
   4.3008953332901001e-01	   3.5163596272468567e-01	   4.0754804015159607e-01   4.1179487109184265e-01	   4.1140443086624146e-01	   4.4067683815956116e-01
   4.3652287125587463e-01	   4.1986799240112305e-01	   3.0868586897850037e-01   3.9944460988044739e-01	   4.0747871994972229e-01	   5.5887472629547119e-01
